user_id,timestamp,treatment,conversion,revenue,exposure_count,category,channel,event_type
USR_01975,2026-01-22 05:43:29,1,0,0.0,1,Sports,Email Newsletter,campaign_interaction
USR_01658,2026-01-22 05:44:11,0,0,0.0,1,Electronics,Retargeting Display Banner,campaign_interaction
USR_01094,2026-01-22 05:59:25,1,0,0.0,12,Home,Retargeting Display Banner,campaign_interaction
USR_01316,2026-01-22 06:07:08,1,0,0.0,3,Beauty,Paid Search Ad,campaign_interaction
USR_01688,2026-01-22 06:10:03,1,1,8676.83,4,Sports,Retargeting Display Banner,campaign_interaction
USR_00420,2026-01-22 06:26:00,1,0,0.0,11,Fashion,Email Newsletter,campaign_interaction
USR_00201,2026-01-22 06:31:48,1,0,0.0,12,Beauty,Email Newsletter,campaign_interaction
USR_00449,2026-01-22 06:33:12,1,0,0.0,5,Fashion,Paid Search Ad,campaign_interaction
USR_01339,2026-01-22 06:38:32,1,0,0.0,5,Sports,Email Newsletter,campaign_interaction
USR_00201,2026-01-22 06:41:00,0,0,0.0,7,Fashion,Paid Search Ad,campaign_interaction
USR_01342,2026-01-22 06:52:29,1,0,0.0,6,Fashion,Retargeting Display Banner,campaign_interaction
USR_00788,2026-01-22 06:53:16,1,0,0.0,2,Beauty,Retargeting Display Banner,campaign_interaction
USR_00587,2026-01-22 06:56:24,1,0,0.0,3,Beauty,In-App Push Message,campaign_interaction
USR_00107,2026-01-22 07:27:10,1,0,0.0,12,Home,Retargeting Display Banner,campaign_interaction
USR_01531,2026-01-22 07:29:34,1,0,0.0,7,Home,Paid Search Ad,campaign_interaction
USR_01818,2026-01-22 07:30:45,1,0,0.0,5,Sports,Paid Search Ad,campaign_interaction
USR_01153,2026-01-22 07:44:18,1,1,6238.49,9,Beauty,Paid Search Ad,campaign_interaction
USR_01887,2026-01-22 07:45:02,1,0,0.0,5,Sports,In-App Push Message,campaign_interaction
USR_00685,2026-01-22 07:45:11,1,0,0.0,3,Fashion,Paid Search Ad,campaign_interaction
USR_01374,2026-01-22 07:46:40,1,0,0.0,1,Beauty,In-App Push Message,campaign_interaction
USR_00565,2026-01-22 07:50:37,1,0,0.0,4,Electronics,Retargeting Display Banner,campaign_interaction
USR_00644,2026-01-22 08:11:12,1,0,0.0,2,Fashion,Email Newsletter,campaign_interaction
USR_01945,2026-01-22 08:14:54,1,1,10597.9,5,Home,Email Newsletter,campaign_interaction
USR_01260,2026-01-22 08:19:11,1,0,0.0,11,Sports,Retargeting Display Banner,campaign_interaction
USR_00416,2026-01-22 08:20:45,0,0,0.0,10,Beauty,Retargeting Display Banner,campaign_interaction
USR_00365,2026-01-22 08:21:26,0,0,0.0,4,Sports,Email Newsletter,campaign_interaction
USR_01620,2026-01-22 08:25:14,1,1,14425.55,8,Beauty,In-App Push Message,campaign_interaction
USR_01321,2026-01-22 08:31:37,1,0,0.0,5,Fashion,Email Newsletter,campaign_interaction
USR_01554,2026-01-22 08:40:24,1,0,0.0,12,Fashion,Paid Search Ad,campaign_interaction
USR_01329,2026-01-22 08:47:33,1,0,0.0,12,Sports,In-App Push Message,campaign_interaction
USR_01154,2026-01-22 08:48:25,1,1,18464.69,1,Electronics,In-App Push Message,campaign_interaction
USR_01345,2026-01-22 08:55:02,1,0,0.0,5,Beauty,Email Newsletter,campaign_interaction
USR_01684,2026-01-22 08:57:35,1,0,0.0,6,Beauty,Paid Search Ad,campaign_interaction
USR_01710,2026-01-22 08:58:23,1,0,0.0,7,Fashion,Paid Search Ad,campaign_interaction
USR_00523,2026-01-22 09:00:42,1,0,0.0,12,Electronics,Email Newsletter,campaign_interaction
USR_00653,2026-01-22 09:11:13,1,0,0.0,9,Sports,Email Newsletter,campaign_interaction
USR_01350,2026-01-22 09:45:24,0,0,0.0,1,Electronics,In-App Push Message,campaign_interaction
USR_00975,2026-01-22 09:58:03,1,0,0.0,2,Beauty,Retargeting Display Banner,campaign_interaction
USR_01685,2026-01-22 10:05:15,0,0,0.0,4,Beauty,Retargeting Display Banner,campaign_interaction
USR_00951,2026-01-22 10:09:20,1,0,0.0,2,Home,Email Newsletter,campaign_interaction
USR_01807,2026-01-22 10:13:55,1,0,0.0,5,Fashion,Retargeting Display Banner,campaign_interaction
USR_01953,2026-01-22 10:18:12,1,0,0.0,4,Sports,Email Newsletter,campaign_interaction
USR_00242,2026-01-22 10:18:23,1,1,9684.91,11,Sports,Paid Search Ad,campaign_interaction
USR_00284,2026-01-22 10:22:48,0,0,0.0,6,Home,Email Newsletter,campaign_interaction
USR_01500,2026-01-22 10:25:01,1,1,7906.88,6,Beauty,Paid Search Ad,campaign_interaction
USR_00536,2026-01-22 10:47:57,1,0,0.0,8,Home,Paid Search Ad,campaign_interaction
USR_01785,2026-01-22 10:48:48,1,0,0.0,9,Electronics,In-App Push Message,campaign_interaction
USR_00703,2026-01-22 10:59:50,1,0,0.0,10,Electronics,In-App Push Message,campaign_interaction
USR_01075,2026-01-22 11:06:45,1,0,0.0,9,Beauty,Retargeting Display Banner,campaign_interaction
USR_01762,2026-01-22 11:11:58,1,0,0.0,3,Beauty,Email Newsletter,campaign_interaction
USR_00562,2026-01-22 11:14:28,1,0,0.0,9,Electronics,Email Newsletter,campaign_interaction
USR_00067,2026-01-22 11:32:57,1,0,0.0,9,Beauty,Retargeting Display Banner,campaign_interaction
USR_00749,2026-01-22 11:36:00,1,0,0.0,3,Fashion,Email Newsletter,campaign_interaction
USR_00525,2026-01-22 11:40:56,1,0,0.0,2,Home,Retargeting Display Banner,campaign_interaction
USR_01041,2026-01-22 11:45:45,1,0,0.0,8,Sports,Paid Search Ad,campaign_interaction
USR_00216,2026-01-22 11:46:15,0,0,0.0,12,Fashion,Email Newsletter,campaign_interaction
USR_00420,2026-01-22 11:47:21,1,0,0.0,1,Fashion,Paid Search Ad,campaign_interaction
USR_01075,2026-01-22 12:33:13,1,0,0.0,2,Beauty,Paid Search Ad,campaign_interaction
USR_00133,2026-01-22 12:34:22,1,0,0.0,2,Fashion,In-App Push Message,campaign_interaction
USR_00319,2026-01-22 12:36:32,1,0,0.0,10,Electronics,In-App Push Message,campaign_interaction
USR_01877,2026-01-22 12:42:25,1,0,0.0,4,Sports,Retargeting Display Banner,campaign_interaction
USR_00546,2026-01-22 12:50:13,1,1,5550.69,11,Beauty,In-App Push Message,campaign_interaction
USR_00470,2026-01-22 13:05:37,1,0,0.0,5,Home,Retargeting Display Banner,campaign_interaction
USR_00653,2026-01-22 13:14:38,1,1,18496.82,9,Home,Retargeting Display Banner,campaign_interaction
USR_01766,2026-01-22 13:21:45,1,1,13879.7,10,Fashion,In-App Push Message,campaign_interaction
USR_00404,2026-01-22 13:27:47,1,1,1291.91,3,Sports,Email Newsletter,campaign_interaction
USR_00198,2026-01-22 13:30:52,1,0,0.0,10,Fashion,Retargeting Display Banner,campaign_interaction
USR_00205,2026-01-22 13:37:10,1,0,0.0,1,Electronics,Retargeting Display Banner,campaign_interaction
USR_01149,2026-01-22 13:37:24,1,0,0.0,10,Sports,In-App Push Message,campaign_interaction
USR_00524,2026-01-22 14:00:54,1,0,0.0,5,Home,In-App Push Message,campaign_interaction
USR_00510,2026-01-22 14:08:27,0,0,0.0,6,Beauty,Paid Search Ad,campaign_interaction
USR_01816,2026-01-22 14:12:29,1,0,0.0,11,Fashion,In-App Push Message,campaign_interaction
USR_01393,2026-01-22 14:12:50,0,1,9484.82,7,Fashion,Paid Search Ad,campaign_interaction
USR_01195,2026-01-22 14:16:01,1,0,0.0,11,Sports,Email Newsletter,campaign_interaction
USR_01203,2026-01-22 14:33:59,1,0,0.0,3,Electronics,Email Newsletter,campaign_interaction
USR_01368,2026-01-22 14:39:00,1,1,11926.59,2,Home,Paid Search Ad,campaign_interaction
USR_01949,2026-01-22 14:49:25,1,1,17595.73,3,Home,Retargeting Display Banner,campaign_interaction
USR_00797,2026-01-22 14:52:27,1,0,0.0,12,Fashion,In-App Push Message,campaign_interaction
USR_00691,2026-01-22 14:56:02,1,0,0.0,1,Electronics,Paid Search Ad,campaign_interaction
USR_01733,2026-01-22 15:26:54,0,0,0.0,6,Sports,Paid Search Ad,campaign_interaction
USR_00389,2026-01-22 15:26:56,1,1,12000.58,2,Electronics,Paid Search Ad,campaign_interaction
USR_00374,2026-01-22 15:33:18,1,0,0.0,12,Sports,Email Newsletter,campaign_interaction
USR_01751,2026-01-22 15:50:15,1,0,0.0,6,Fashion,Retargeting Display Banner,campaign_interaction
USR_01991,2026-01-22 15:51:35,1,1,2572.67,3,Beauty,Paid Search Ad,campaign_interaction
USR_01406,2026-01-22 16:15:56,1,0,0.0,11,Beauty,Paid Search Ad,campaign_interaction
USR_00826,2026-01-22 16:17:37,1,0,0.0,6,Home,Retargeting Display Banner,campaign_interaction
USR_00390,2026-01-22 16:19:26,0,0,0.0,9,Electronics,Retargeting Display Banner,campaign_interaction
USR_00782,2026-01-22 16:24:40,1,0,0.0,11,Fashion,Retargeting Display Banner,campaign_interaction
USR_00391,2026-01-22 16:25:59,1,0,0.0,8,Sports,Email Newsletter,campaign_interaction
USR_00763,2026-01-22 16:33:45,1,0,0.0,10,Beauty,Retargeting Display Banner,campaign_interaction
USR_01604,2026-01-22 16:37:03,1,0,0.0,1,Beauty,Retargeting Display Banner,campaign_interaction
USR_00547,2026-01-22 16:44:58,1,0,0.0,1,Sports,Retargeting Display Banner,campaign_interaction
USR_01153,2026-01-22 16:46:08,1,0,0.0,2,Fashion,Email Newsletter,campaign_interaction
USR_01801,2026-01-22 16:49:51,1,0,0.0,7,Fashion,Email Newsletter,campaign_interaction
USR_00901,2026-01-22 16:56:51,1,0,0.0,10,Beauty,Retargeting Display Banner,campaign_interaction
USR_00715,2026-01-22 17:02:06,1,0,0.0,9,Beauty,Paid Search Ad,campaign_interaction
USR_00221,2026-01-22 17:07:30,1,0,0.0,8,Beauty,Paid Search Ad,campaign_interaction
USR_00712,2026-01-22 17:11:27,1,0,0.0,12,Beauty,In-App Push Message,campaign_interaction
USR_01343,2026-01-22 17:11:27,1,0,0.0,11,Sports,Email Newsletter,campaign_interaction
USR_00647,2026-01-22 17:12:52,1,0,0.0,6,Electronics,Retargeting Display Banner,campaign_interaction
USR_01182,2026-01-22 17:35:27,1,0,0.0,5,Home,Email Newsletter,campaign_interaction
USR_00695,2026-01-22 17:39:37,1,0,0.0,7,Fashion,Email Newsletter,campaign_interaction
USR_00510,2026-01-22 17:39:41,1,0,0.0,2,Home,Retargeting Display Banner,campaign_interaction
USR_01591,2026-01-22 17:54:55,1,0,0.0,3,Beauty,Paid Search Ad,campaign_interaction
USR_01694,2026-01-22 17:56:44,1,0,0.0,11,Fashion,Email Newsletter,campaign_interaction
USR_01022,2026-01-22 17:59:13,0,0,0.0,4,Home,Retargeting Display Banner,campaign_interaction
USR_00917,2026-01-22 18:24:21,1,1,6166.94,5,Electronics,Email Newsletter,campaign_interaction
USR_01685,2026-01-22 18:40:34,1,0,0.0,11,Fashion,Paid Search Ad,campaign_interaction
USR_01999,2026-01-22 18:51:08,1,0,0.0,8,Fashion,Email Newsletter,campaign_interaction
USR_01572,2026-01-22 19:08:38,1,0,0.0,2,Fashion,Email Newsletter,campaign_interaction
USR_00018,2026-01-22 19:35:16,1,0,0.0,4,Electronics,Email Newsletter,campaign_interaction
USR_01051,2026-01-22 19:35:21,0,1,14653.84,5,Sports,Paid Search Ad,campaign_interaction
USR_00160,2026-01-22 19:39:15,1,0,0.0,7,Home,Email Newsletter,campaign_interaction
USR_01989,2026-01-22 19:41:09,1,0,0.0,7,Electronics,Paid Search Ad,campaign_interaction
USR_01783,2026-01-22 19:44:11,1,0,0.0,11,Fashion,Retargeting Display Banner,campaign_interaction
USR_01371,2026-01-22 19:46:50,1,0,0.0,11,Beauty,Paid Search Ad,campaign_interaction
USR_01775,2026-01-22 19:49:04,0,0,0.0,11,Sports,Email Newsletter,campaign_interaction
USR_00934,2026-01-22 19:53:43,1,0,0.0,10,Sports,In-App Push Message,campaign_interaction
USR_01609,2026-01-22 20:02:56,1,1,6082.3,5,Sports,Retargeting Display Banner,campaign_interaction
USR_00072,2026-01-22 20:03:34,1,0,0.0,7,Fashion,In-App Push Message,campaign_interaction
USR_01644,2026-01-22 20:09:13,1,0,0.0,1,Beauty,Retargeting Display Banner,campaign_interaction
USR_01486,2026-01-22 20:14:02,1,0,0.0,12,Electronics,Retargeting Display Banner,campaign_interaction
USR_01070,2026-01-22 20:31:51,1,0,0.0,8,Home,In-App Push Message,campaign_interaction
USR_00304,2026-01-22 20:45:45,1,0,0.0,7,Sports,Retargeting Display Banner,campaign_interaction
USR_01122,2026-01-22 20:58:08,1,0,0.0,7,Beauty,Paid Search Ad,campaign_interaction
USR_00792,2026-01-22 21:45:08,1,0,0.0,1,Home,Paid Search Ad,campaign_interaction
USR_00878,2026-01-22 21:52:53,1,0,0.0,1,Fashion,Email Newsletter,campaign_interaction
USR_01543,2026-01-22 22:12:08,1,0,0.0,5,Fashion,In-App Push Message,campaign_interaction
USR_01963,2026-01-22 22:16:21,1,0,0.0,5,Electronics,Retargeting Display Banner,campaign_interaction
USR_00810,2026-01-22 22:21:03,1,0,0.0,1,Fashion,Email Newsletter,campaign_interaction
USR_01715,2026-01-22 22:34:10,1,0,0.0,4,Beauty,Retargeting Display Banner,campaign_interaction
USR_00439,2026-01-22 22:36:06,1,0,0.0,8,Fashion,Retargeting Display Banner,campaign_interaction
USR_01672,2026-01-22 22:39:11,0,0,0.0,6,Fashion,Email Newsletter,campaign_interaction
USR_01689,2026-01-22 22:40:12,1,0,0.0,2,Sports,Retargeting Display Banner,campaign_interaction
USR_00153,2026-01-22 22:42:51,1,0,0.0,1,Electronics,Email Newsletter,campaign_interaction
USR_01203,2026-01-22 22:55:49,1,0,0.0,11,Sports,Email Newsletter,campaign_interaction
USR_01963,2026-01-22 22:55:59,1,0,0.0,2,Sports,Retargeting Display Banner,campaign_interaction
USR_01114,2026-01-22 23:01:15,1,0,0.0,2,Electronics,In-App Push Message,campaign_interaction
USR_00913,2026-01-22 23:01:58,1,0,0.0,5,Fashion,Email Newsletter,campaign_interaction
USR_00312,2026-01-22 23:16:40,0,0,0.0,2,Home,Paid Search Ad,campaign_interaction
USR_00355,2026-01-22 23:17:31,1,0,0.0,12,Home,Retargeting Display Banner,campaign_interaction
USR_01789,2026-01-22 23:19:23,1,0,0.0,12,Fashion,Retargeting Display Banner,campaign_interaction
USR_01854,2026-01-22 23:38:02,0,0,0.0,9,Beauty,In-App Push Message,campaign_interaction
USR_00291,2026-01-22 23:45:48,1,1,14284.7,1,Electronics,Paid Search Ad,campaign_interaction
USR_00830,2026-01-22 23:46:48,1,0,0.0,6,Beauty,In-App Push Message,campaign_interaction
USR_00360,2026-01-22 23:46:51,1,0,0.0,3,Electronics,In-App Push Message,campaign_interaction
USR_01746,2026-01-23 00:00:56,0,0,0.0,8,Fashion,Email Newsletter,campaign_interaction
USR_00774,2026-01-23 00:03:01,1,0,0.0,8,Beauty,Paid Search Ad,campaign_interaction
USR_01374,2026-01-23 00:13:36,1,0,0.0,4,Beauty,In-App Push Message,campaign_interaction
USR_00777,2026-01-23 00:40:17,1,0,0.0,11,Beauty,In-App Push Message,campaign_interaction
USR_01511,2026-01-23 00:41:55,1,0,0.0,9,Beauty,Retargeting Display Banner,campaign_interaction
USR_01158,2026-01-23 00:43:28,1,0,0.0,2,Sports,Paid Search Ad,campaign_interaction
USR_01318,2026-01-23 00:45:15,1,0,0.0,11,Beauty,In-App Push Message,campaign_interaction
USR_00532,2026-01-23 00:51:42,1,0,0.0,5,Home,Email Newsletter,campaign_interaction
USR_00775,2026-01-23 01:09:11,1,0,0.0,2,Beauty,Paid Search Ad,campaign_interaction
USR_01779,2026-01-23 01:18:05,1,0,0.0,3,Beauty,Paid Search Ad,campaign_interaction
USR_01114,2026-01-23 01:21:57,1,0,0.0,8,Fashion,Paid Search Ad,campaign_interaction
USR_01514,2026-01-23 01:24:22,1,0,0.0,8,Electronics,Email Newsletter,campaign_interaction
USR_00893,2026-01-23 01:27:07,1,0,0.0,7,Sports,Paid Search Ad,campaign_interaction
USR_01979,2026-01-23 01:34:09,0,0,0.0,7,Electronics,Retargeting Display Banner,campaign_interaction
USR_00658,2026-01-23 01:34:53,1,0,0.0,10,Fashion,In-App Push Message,campaign_interaction
USR_00806,2026-01-23 01:45:53,1,0,0.0,9,Fashion,Email Newsletter,campaign_interaction
USR_00908,2026-01-23 01:46:09,1,0,0.0,12,Beauty,Email Newsletter,campaign_interaction
USR_01676,2026-01-23 02:03:38,1,1,2007.26,7,Sports,In-App Push Message,campaign_interaction
USR_01497,2026-01-23 02:32:02,1,0,0.0,9,Electronics,In-App Push Message,campaign_interaction
USR_00085,2026-01-23 02:43:49,1,0,0.0,1,Home,Email Newsletter,campaign_interaction
USR_00281,2026-01-23 02:49:35,0,0,0.0,6,Sports,Retargeting Display Banner,campaign_interaction
USR_00719,2026-01-23 02:57:32,1,0,0.0,12,Fashion,Retargeting Display Banner,campaign_interaction
USR_00803,2026-01-23 02:58:12,1,0,0.0,3,Electronics,Retargeting Display Banner,campaign_interaction
USR_01753,2026-01-23 03:05:34,1,0,0.0,6,Electronics,Retargeting Display Banner,campaign_interaction
USR_00022,2026-01-23 03:26:05,1,0,0.0,11,Fashion,Paid Search Ad,campaign_interaction
USR_01303,2026-01-23 03:34:56,0,0,0.0,2,Fashion,In-App Push Message,campaign_interaction
USR_01991,2026-01-23 03:36:16,1,0,0.0,9,Beauty,In-App Push Message,campaign_interaction
USR_00058,2026-01-23 03:44:30,1,0,0.0,3,Beauty,In-App Push Message,campaign_interaction
USR_00989,2026-01-23 04:10:25,1,0,0.0,7,Fashion,In-App Push Message,campaign_interaction
USR_00228,2026-01-23 04:12:23,1,0,0.0,6,Sports,Email Newsletter,campaign_interaction
USR_01446,2026-01-23 04:13:34,1,0,0.0,12,Fashion,Email Newsletter,campaign_interaction
USR_00431,2026-01-23 04:16:11,1,0,0.0,4,Electronics,Email Newsletter,campaign_interaction
USR_00103,2026-01-23 04:18:43,0,0,0.0,3,Electronics,Paid Search Ad,campaign_interaction
USR_00181,2026-01-23 04:28:46,1,0,0.0,11,Electronics,Paid Search Ad,campaign_interaction
USR_00247,2026-01-23 04:29:30,1,0,0.0,4,Sports,In-App Push Message,campaign_interaction
USR_01907,2026-01-23 04:35:31,1,0,0.0,11,Home,Email Newsletter,campaign_interaction
USR_00840,2026-01-23 04:42:32,1,0,0.0,8,Electronics,Retargeting Display Banner,campaign_interaction
USR_01328,2026-01-23 04:44:03,1,0,0.0,6,Home,In-App Push Message,campaign_interaction
USR_00112,2026-01-23 04:49:47,1,1,7282.82,5,Home,Retargeting Display Banner,campaign_interaction
USR_00027,2026-01-23 05:02:36,1,0,0.0,9,Electronics,Paid Search Ad,campaign_interaction
USR_00481,2026-01-23 05:04:17,0,0,0.0,12,Electronics,Paid Search Ad,campaign_interaction
USR_01318,2026-01-23 05:15:14,1,0,0.0,12,Fashion,Paid Search Ad,campaign_interaction
USR_00151,2026-01-23 05:21:55,1,0,0.0,11,Home,Retargeting Display Banner,campaign_interaction
USR_00597,2026-01-23 05:28:09,1,0,0.0,10,Fashion,Email Newsletter,campaign_interaction
USR_01813,2026-01-23 05:41:40,1,0,0.0,4,Electronics,Paid Search Ad,campaign_interaction
USR_00163,2026-01-23 06:07:32,1,0,0.0,10,Home,Retargeting Display Banner,campaign_interaction
USR_00262,2026-01-23 06:09:07,1,0,0.0,1,Home,Paid Search Ad,campaign_interaction
USR_00557,2026-01-23 06:45:33,1,0,0.0,10,Home,Paid Search Ad,campaign_interaction
USR_01835,2026-01-23 06:52:19,1,0,0.0,4,Electronics,Retargeting Display Banner,campaign_interaction
USR_00126,2026-01-23 07:34:33,1,0,0.0,9,Fashion,Retargeting Display Banner,campaign_interaction
USR_01071,2026-01-23 07:35:25,1,1,5525.69,8,Fashion,Retargeting Display Banner,campaign_interaction
USR_01379,2026-01-23 07:40:10,1,0,0.0,10,Electronics,Paid Search Ad,campaign_interaction
USR_01964,2026-01-23 08:09:34,1,0,0.0,8,Electronics,Paid Search Ad,campaign_interaction
USR_00784,2026-01-23 08:09:47,1,0,0.0,5,Beauty,Paid Search Ad,campaign_interaction
USR_01384,2026-01-23 08:11:42,1,0,0.0,4,Fashion,Retargeting Display Banner,campaign_interaction
USR_01246,2026-01-23 08:14:54,1,1,5252.05,8,Sports,Paid Search Ad,campaign_interaction
USR_01131,2026-01-23 08:20:19,1,0,0.0,8,Sports,Retargeting Display Banner,campaign_interaction
USR_00267,2026-01-23 08:23:59,1,0,0.0,8,Beauty,Retargeting Display Banner,campaign_interaction
USR_00059,2026-01-23 08:33:09,1,1,9933.6,4,Electronics,In-App Push Message,campaign_interaction
USR_00721,2026-01-23 08:33:34,1,0,0.0,10,Fashion,Email Newsletter,campaign_interaction
USR_01752,2026-01-23 08:57:12,1,0,0.0,3,Electronics,Email Newsletter,campaign_interaction
USR_00934,2026-01-23 08:58:24,1,0,0.0,2,Fashion,In-App Push Message,campaign_interaction
USR_01553,2026-01-23 09:13:34,1,0,0.0,2,Beauty,Retargeting Display Banner,campaign_interaction
USR_00045,2026-01-23 09:22:05,1,0,0.0,5,Fashion,Email Newsletter,campaign_interaction
USR_01439,2026-01-23 09:22:50,1,0,0.0,3,Home,Email Newsletter,campaign_interaction
USR_01308,2026-01-23 09:38:56,1,0,0.0,3,Home,Paid Search Ad,campaign_interaction
USR_01328,2026-01-23 09:40:28,1,0,0.0,12,Sports,Email Newsletter,campaign_interaction
USR_01597,2026-01-23 09:45:00,1,0,0.0,2,Home,Email Newsletter,campaign_interaction
USR_01216,2026-01-23 09:56:15,1,0,0.0,3,Fashion,Paid Search Ad,campaign_interaction
USR_01144,2026-01-23 09:59:22,1,0,0.0,8,Electronics,Email Newsletter,campaign_interaction
USR_00130,2026-01-23 09:59:30,1,0,0.0,6,Home,Paid Search Ad,campaign_interaction
USR_00241,2026-01-23 10:02:39,1,0,0.0,4,Electronics,Retargeting Display Banner,campaign_interaction
USR_01434,2026-01-23 10:12:23,1,0,0.0,11,Electronics,Retargeting Display Banner,campaign_interaction
USR_00586,2026-01-23 10:25:54,1,0,0.0,12,Beauty,Paid Search Ad,campaign_interaction
USR_00723,2026-01-23 10:26:47,1,0,0.0,2,Electronics,Email Newsletter,campaign_interaction
USR_01635,2026-01-23 10:29:56,1,0,0.0,12,Home,Paid Search Ad,campaign_interaction
USR_00373,2026-01-23 10:31:22,1,0,0.0,8,Sports,Paid Search Ad,campaign_interaction
USR_01932,2026-01-23 10:36:51,1,0,0.0,2,Home,In-App Push Message,campaign_interaction
USR_01744,2026-01-23 10:36:59,1,0,0.0,3,Home,Email Newsletter,campaign_interaction
USR_01234,2026-01-23 10:58:16,0,0,0.0,9,Electronics,Paid Search Ad,campaign_interaction
USR_01408,2026-01-23 11:25:26,1,0,0.0,11,Electronics,In-App Push Message,campaign_interaction
USR_00202,2026-01-23 11:26:16,1,1,6808.33,8,Electronics,Paid Search Ad,campaign_interaction
USR_00541,2026-01-23 11:33:12,1,1,12994.09,8,Beauty,Paid Search Ad,campaign_interaction
USR_00948,2026-01-23 11:38:41,1,1,12631.08,9,Fashion,Email Newsletter,campaign_interaction
USR_01202,2026-01-23 11:44:38,1,0,0.0,1,Home,Email Newsletter,campaign_interaction
USR_00313,2026-01-23 11:44:38,1,0,0.0,2,Sports,Email Newsletter,campaign_interaction
USR_01606,2026-01-23 12:25:01,0,0,0.0,3,Fashion,Paid Search Ad,campaign_interaction
USR_01300,2026-01-23 12:27:30,1,0,0.0,9,Home,Paid Search Ad,campaign_interaction
USR_01457,2026-01-23 12:50:34,1,0,0.0,3,Home,In-App Push Message,campaign_interaction
USR_01159,2026-01-23 12:59:15,1,1,1515.38,10,Electronics,Retargeting Display Banner,campaign_interaction
USR_00601,2026-01-23 13:04:22,1,0,0.0,7,Sports,Retargeting Display Banner,campaign_interaction
USR_01500,2026-01-23 13:19:35,0,0,0.0,12,Home,In-App Push Message,campaign_interaction
USR_00311,2026-01-23 13:21:08,1,0,0.0,11,Electronics,Email Newsletter,campaign_interaction
USR_00135,2026-01-23 13:26:53,1,0,0.0,12,Electronics,Email Newsletter,campaign_interaction
USR_01823,2026-01-23 13:46:22,1,1,16009.55,4,Electronics,Email Newsletter,campaign_interaction
USR_01842,2026-01-23 13:48:50,1,0,0.0,4,Beauty,In-App Push Message,campaign_interaction
USR_00622,2026-01-23 13:52:53,1,0,0.0,6,Electronics,Retargeting Display Banner,campaign_interaction
USR_00299,2026-01-23 13:54:05,1,0,0.0,10,Sports,Email Newsletter,campaign_interaction
USR_00549,2026-01-23 13:58:14,1,0,0.0,7,Sports,Retargeting Display Banner,campaign_interaction
USR_01232,2026-01-23 13:58:25,1,0,0.0,6,Fashion,Paid Search Ad,campaign_interaction
USR_00625,2026-01-23 14:08:40,1,0,0.0,5,Beauty,Email Newsletter,campaign_interaction
USR_00625,2026-01-23 14:18:37,1,0,0.0,2,Home,Email Newsletter,campaign_interaction
USR_01016,2026-01-23 14:21:47,1,0,0.0,5,Beauty,Paid Search Ad,campaign_interaction
USR_01078,2026-01-23 14:25:57,1,1,13192.44,5,Sports,In-App Push Message,campaign_interaction
USR_01779,2026-01-23 14:29:59,1,1,16834.28,8,Sports,Email Newsletter,campaign_interaction
USR_01679,2026-01-23 14:33:08,1,0,0.0,4,Home,Paid Search Ad,campaign_interaction
USR_00682,2026-01-23 14:50:34,1,0,0.0,2,Fashion,In-App Push Message,campaign_interaction
USR_01649,2026-01-23 14:53:49,1,0,0.0,1,Sports,Paid Search Ad,campaign_interaction
USR_01192,2026-01-23 14:54:25,1,0,0.0,7,Home,Email Newsletter,campaign_interaction
USR_01358,2026-01-23 15:01:25,1,0,0.0,2,Sports,In-App Push Message,campaign_interaction
USR_00168,2026-01-23 15:09:37,0,0,0.0,7,Sports,Email Newsletter,campaign_interaction
USR_01427,2026-01-23 15:22:54,0,0,0.0,2,Fashion,In-App Push Message,campaign_interaction
USR_01354,2026-01-23 15:30:39,0,0,0.0,8,Sports,Email Newsletter,campaign_interaction
USR_01836,2026-01-23 15:33:34,1,0,0.0,10,Beauty,Paid Search Ad,campaign_interaction
USR_00022,2026-01-23 15:50:51,1,0,0.0,1,Sports,Paid Search Ad,campaign_interaction
USR_00572,2026-01-23 15:52:41,1,0,0.0,11,Fashion,Retargeting Display Banner,campaign_interaction
USR_00514,2026-01-23 16:13:40,1,0,0.0,8,Sports,Email Newsletter,campaign_interaction
USR_01376,2026-01-23 16:15:04,1,0,0.0,11,Electronics,Email Newsletter,campaign_interaction
USR_00407,2026-01-23 16:26:06,1,0,0.0,6,Beauty,Retargeting Display Banner,campaign_interaction
USR_01032,2026-01-23 16:45:25,1,0,0.0,3,Sports,Paid Search Ad,campaign_interaction
USR_01220,2026-01-23 16:56:43,1,1,8447.83,1,Electronics,In-App Push Message,campaign_interaction
USR_00464,2026-01-23 17:11:04,1,0,0.0,6,Fashion,Paid Search Ad,campaign_interaction
USR_00613,2026-01-23 17:26:05,1,0,0.0,2,Home,In-App Push Message,campaign_interaction
USR_01947,2026-01-23 17:45:08,1,1,13581.86,7,Fashion,Retargeting Display Banner,campaign_interaction
USR_01191,2026-01-23 17:48:54,0,0,0.0,6,Electronics,Paid Search Ad,campaign_interaction
USR_01795,2026-01-23 17:51:57,1,0,0.0,8,Beauty,Paid Search Ad,campaign_interaction
USR_00751,2026-01-23 17:53:36,1,0,0.0,11,Home,In-App Push Message,campaign_interaction
USR_00471,2026-01-23 18:04:15,1,0,0.0,1,Electronics,Retargeting Display Banner,campaign_interaction
USR_01608,2026-01-23 18:05:07,1,0,0.0,4,Beauty,Paid Search Ad,campaign_interaction
